"","txt","Src","Line"
"11938","Now, my question to everyone is this, why do you need so much power? Reduce your needs and you reduce what you need to run, less power used equals less power needed. Switch to LED lights, no heat, no loss of power, and take very little energy. I forgot after Xmas time to go and get a couple of strings of Christmas LED lights to use in the Camper. Lots of lights and very little power input.","en_US.blogs",1938
"11939","Nails bitten down like mine","en_US.blogs",1939
"11940","Sweet potato casserole (prepped and ready to go into the oven for 30 minutes)","en_US.blogs",1940
"11941","The inmates now run the asylum.""","en_US.blogs",1941
"11942","TOMORROW: Pictures of the booth","en_US.blogs",1942
"11943","Then it’s off to Central Search, oh joy, there were as many Smiths Industries x-ray units that are in Terminal 1 in Heathrow, only squeezed into a quarter of the space. I have never in my life experienced such a crush; it was panic and shout, with a mix of bad temper thrown in too. Too hot and sweaty by now as well. Nice!","en_US.blogs",1943
"11944","My friend Rachel and I have a blog where we sell things that we've crocheted to earn money for orphans - Handiwork for Lilly. I haven't really posted about it a lot here, but I'm also very busy over there posting!","en_US.blogs",1944
"11945","-Cena goes for the AA but Brock fights out and hits 2 german suplexes.","en_US.blogs",1945
"11946","I also saw sat down with an old friend for the first time in nearly ten years. We had a great deal to talk about. One of the things we talked about was the dismal state of affairs we are in when it comes to what the American people know about history and about books. For example, my friend mentioned that according to a survey, most young people did not know that the movie Titanic was based on a historical event! How could they know about the Titanic? It may not be favorite historical tragedy (and yes, I understand how creepy it is to have favorite historical tragedy), but it was huge! Also, I mentioned that Longfellow and Emerson were mentioned (not nicely) by Poe in The Raven. Actually, it was suppose to be funny. I was the only one that laughed. I’m sure the friend I went with knew who those illustrious men were and why it was funny, but there wasn’t peep from anyone else. This saddens me. Is this were we are headed? Where reality stars and football scores are more famous and more important then our tragedies and triumphs, our great men of letters? Really? I don’t think I want to be part of that world. Maybe I should just become hermit.","en_US.blogs",1946
"11947","We are a 3 part being – body, soul & spirit our soul is made up of our mind, emotion and will. (I don’t want to into a doctrinal tussle here – let’s say this is a way of describing it) Actually its our perceptions that tends to focus our will. You’re driving along a road the sunlight is coming through the tree branches. Suddenly you see a dark patch near the side of the road. Your brain will process this as a pot hole you move to miss it. It was actually a stain on the road surface. That’s perception working.","en_US.blogs",1947
"11948","The reveal may seem like a no-brainer to some (nope, not Russ & Daughters). But it was a delicious revelation for me: Manhattan Fruit Exchange. Over there, in the Chelsea Market where I've walked many times before. But this past weekend I was finally lured in by the stacks of colorful candies, nuts and dried fruits in those enticing little plastic tubs.","en_US.blogs",1948
"11949","I choose to follow Jesus today, for this time and in this place.","en_US.blogs",1949
"11950","TEMPORAL LOBES – HEARING. More sensory information, especially hearing, is processed in the temporal lobes, which help you make sense of spoken language and music. These lobes also are linked to memory, and damage here can make it hard to understand speech, categorize objects or recall things you’ve seen or been told.","en_US.blogs",1950
"11951","The restored footage was discovered in a film archive in Buenos Aires and is mainly due to the never ending determination of film archivist Fernando Pena. The reels found were in 16 millimeter and very grainy, subsequently when viewing the film you can easily distinguish where the new found footage is in the restored version in addition to an obvious change in the film ratio.","en_US.blogs",1951
"11952","Lia","en_US.blogs",1952
"11953","The Guardian has chosen for publication letters pushing points I've outlined above - far outside any mainline political discourse.","en_US.blogs",1953
"11954","The original restaurant occupied the new construction which was completed about two years ago.(the part of the building that extends from the back of the property out to the sidewalk.) Gaining additional seating required expanding into the first floor of the original structure and coverting about 3/4 of the first floor to more table space.","en_US.blogs",1954
"11955","I came across an article on the Oratia Spinning and Craft Group","en_US.blogs",1955
"11956","Minor quibbles were offered regarding choosing the correct brush head for one's skin type. For extremely sensitive skin a dermatologist suggested an every-other-day routine.","en_US.blogs",1956
